record_id,school_name,region,school_type,academic_year,grade,subject,male_count,female_count,total_enrollment,dropout_rate,avg_performance_score,pass_rate,teacher_student_ratio,budget_per_student_usd,data_quality_flag
4116,Willowbrook High,West,Public,2020,Grade 8,Mathematics,31,21.0,52.0,0.0601,51.9,0.5551,0.0582,10446.45,clean
7156,Cedar Ridge Academy,Central,International,'22,Grade 4,Mathematics,17,27.0,44.0,0.0464,77.7,0.778,0.0593,10708.89,clean
2727,Harborview Academy,North,Public,2019,Grade 6,Science,39,19.0,58.0,0.0087,75.2,0.7366,0.0506,5699.59,clean
9402,Oakridge Intl,South,International,2024,Grade 9,Science,36,23.0,59.0,0.0658,78.9,0.7972,0.0547,3540.4,inconsistent_name
5703,Harborview Academy,North,Public,2021,Grade 1,ENGLISH,29,52.0,81.0,0.008,46.0,0.4891,0.0493,6303.43,clean
3517,Valleyview High,West,Public,2020,Grade 8,Science,21,41.0,62.0,0.0318,74.3,0.7757,0.045,8147.61,clean
9750,Westfield Primary,West,Public,2024,Grade 6,Arts,30,48.0,78.0,0.1793,65.0,0.6991,0.0556,11340.27,clean
9308,Maplewood Secondary,North,Public,2024,Grade 2,English,54,21.0,75.0,0.0314,75.6,0.7689,0.0361,10768.85,clean
7372,Silverstone School,East,Private,2022,Grade 11,Science,22,32.0,54.0,0.098,86.7,0.8176,0.0458,4474.82,clean
5623,Willowbrook High,West,Public,2021,Grade 9,English,41,45.0,86.0,0.0497,80.1,0.894,0.047,11276.87,clean
1365,Silverstone School,East,Private,2018,Grade 9,Fine Arts,45,29.0,74.0,0.0278,77.2,0.8526,0.0491,3535.9,clean
5254,Westfield Primary,West,Public,2021,Grade 7,Social Studies,52,25.0,77.0,0.0247,73.5,0.6815,0.0654,7776.76,clean
6309,Maplewood Secondary,North,Public,2022,Grade 2,Social Studies,42,48.0,90.0,0.018,64.2,0.7064,0.0499,3975.65,clean
2759,Harborview Academy,North,Public,2019,Grade 12,Social Studies,50,34.0,999.0,0.079,54.4,0.6225,0.0618,7647.65,outlier_enrollment
2786,Meadowlands High,South,Charter,2019,Grade 6,Mathematics,35,62.0,97.0,0.0578,73.7,0.7166,0.0392,3495.12,clean
945,Brightstone School,North,Charter,2018,Grade 9,Arts,31,5.0,36.0,0.0245,60.2,0.6444,0.0646,8476.54,clean
5611,Willowbrook High,West,Public,2021,Grade 7,Mathematics,44,42.0,86.0,0.0601,76.0,0.773,0.046,3352.94,clean
7937,Pinecrest Elementary,East,Public,2023,Grade 4,Science,42,59.0,101.0,0.0204,81.5,0.829,0.0486,8859.22,clean
3776,Westfield Primary,West,Public,2020,Grade 12,Mathematics,40,52.0,95.0,0.0112,48.7,0.4362,0.0567,3235.51,inconsistent_total
9783,Southview Academy,South,Private,2024,Grade 1,English,36,22.0,58.0,0.0227,77.8,0.6899,0.029,11171.0,clean
5984,Bluebell Primary,Central,Public,2021,Grade 9,Social Studies,54,42.0,96.0,0.104,62.2,0.5615,0.0367,11866.81,clean
4872,Oakridge International,South,International,2021,Grade 3,Science,33,24.0,57.0,0.061,150.0,0.6916,0.0462,11147.59,outlier_score
10609,,,,,,,,,,,,,,,completely_empty
9135,Riverside School,East,Public,2024,Grade 3,Arts,40,48.0,88.0,0.0049,79.6,0.8242,0.0634,10222.15,clean
1144,Cedar Ridge Academy,Central,International,2018,Grade 1,Social Studies,33,39.0,72.0,0.0135,67.6,0.6029,0.0407,8590.2,clean
3930,Brightstone School,North,Charter,2020,Grade 6,Arts,44,24.0,68.0,0.0042,76.9,0.7537,0.0329,3162.79,clean
6504,Valleyview High,W,Public,2022,Grade 5,Social Studies,44,43.0,87.0,0.0607,60.8,0.6001,0.0295,4436.63,clean
1290,  Meadowlands High,South,Charter,2018,Grade 6,Arts,36,17.0,53.0,0.0047,,0.6836,0.0541,3240.24,missing_score
7296,Meadowlands High,South,Charter,2022,Grade 8,Mathematics,19,25.0,44.0,0.1514,69.8,0.6946,0.0414,10652.93,clean
2416,@Brightstone School,North,Charter,2019,Grade 4,Mathematics,26,32.0,58.0,0.1292,62.8,0.6301,0.0398,7859.22,special_characters
281,Lakeview Primary,Central,Public,2018,Grade 9,Mathematics,42,39.0,81.0,0.0258,,0.8622,,10589.94,missing_score
7668,Riverside School,East,Public,2023,Grade 10,English,54,50.0,104.0,0.1104,67.1,0.7264,0.0356,9634.74,clean
3214,Hilltop Institute,West,Private,2020,Grade 7,Social Studies,28,37.0,65.0,0.1141,94.3,0.9504,0.0519,3507.9,clean
7690,Hilltop Institute,West,Private,2023,Grade 2,Arts,33,42.0,75.0,0.033,70.6,0.7511,0.0365,6979.83,clean
3519,Valleyview High,West,Public,2020,Grade 8,Social Studies,45,25.0,70.0,0.0181,66.5,0.6698,0.0498,8214.63,clean
6094,Sunset Academy,South,Private,2022,Grade 7,Social Studies, 33 ,22.0,55.0,0.1784,,0.7667,0.0317,6602.46,wrong_datatype
7067,Stonegate Secondary,East,Private,2022,Grade 10,Science,46,15.0,61.0,0.042,85.3,0.8328,0.038,10364.61,clean
6967,Fairview Elementary,South,Public,2022,Grade 2,Science,49,46.0,95.0,0.0458,77.4,0.636,0.062,6614.4,clean
7920,Oakridge International,South,International,2023,Grade 12,Arts,23,41.0,64.0,0.072,70.9,0.6722,0.0417,8620.58,clean
2335,Southview Academy,South,Private,2019,Grade 11,Arts,35,44.0,79.0,0.033,83.4,0.7814,0.0663,3120.39,clean
1220,Harborview Academy,North,Public,2018,Grade 4,Arts,20,28.0,48.0,,51.6,0.5627,0.0528,9204.06,missing_dropout
4618,Sunset Academy,South,Private,2021,Grade 12,English,29,34.0,63.0,0.0412,80.8,0.7603,0.0577,10830.76,clean
6399,Oakridge International,South,International,2022,Grade 8,Social Studies,29,31.0,60.0,0.0096,75.5,0.7407,0.0469,5432.35,clean
8838,Silverstone School,East,Private,2023,Grade 4,English,20,43.0,63.0,0.0849,74.1,0.7518,0.0317,7058.83,clean
1875,Oakridge International,South,International,2019,Grade 3,Arts,37,32.0,69.0,0.0284,87.6,0.9829,0.0539,8052.32,clean
1791,lakeview Primary,Central,Public,2019,Grade 11,Mathematics,35,39.0,74.0,0.1105,55.9,0.5386,0.0314,8768.68,inconsistent_name
1073,Stonegate Secondary,East,Private,2018,Grade 11,English,28,32.0,62.0,0.031,81.0,0.7894,0.0538,8518.1,inconsistent_total
7427,Redwood Institute,West,Public,2022,Grade 10,Science,37,46.0,83.0,0.0992,56.9,0.5867,0.0364,4191.25,clean
7922,Pinecrest Elementary,East,Public,2023,Grade 1,Science,57,33.0,90.0,0.0237,62.1,0.6238,0.0307,4127.65,clean
4939,Pinecrest Elementary,East,Public,2021,Grade 4,Social Studies,32,38.0,70.0,0.0244,68.1,0.6843,0.0554,7490.65,clean
4160,Cedar Ridge Academy,Central,International,2020,Grade 4,Arts,29,25.0,54.0,0.0228,76.7,0.7533,0.0322,10666.12,clean
10455,Bluebell Primary,Central,Public,2024,Grade 3,Arts,35,29.0,64.0,0.0459,,0.8079,0.036,9779.82,missing_score
5532,Stonegate Secondary,East,Private,2021,Grade 3,Science,35,34.0,69.0,0.0451,,0.801,0.0566,5662.91,missing_score
9903,Brightstone School,North,Charter,2024,Grade 1,English Language,5,29.0,34.0,0.011,74.1,0.7421,0.0562,9693.6,clean
5577,Stonegate Secondary,East,Private,2021,Grade 12,Science,55,26.0,81.0,0.2341,,0.877,0.0334,5504.38,missing_score
7407,Redwood Institute,West,Public,2022,Grade 6,Science,46,38.0,84.0,0.0708,59.1,0.61,0.0433,10665.71,clean
5529,Stonegate Secondary,East,Private,2021,Grade 2,Social Studies,27,15.0,42.0,0.0233,74.6,0.6791,0.0527,10075.35,clean
2462,Fairview Elementary,southern,Public,2019,Grade 1,Science,31,53.0,84.0,0.0102,65.7,0.6062,0.0396,10262.28,clean
4176,Cedar Ridge Academy,Central,International,2020,Grade 8,Mathematics,30,27.0,57.0,0.1061,79.2,0.8373,0.0588,6272.77,clean
6925,Brightstone School,North,Charter,2022,Grade 5,Arts,44,33.0,77.0,0.0497,53.3,0.6017,0.0348,10256.64,clean
6409,Oakridge International,South,International,2022,Grade 10,Social Studies,26,35.0,61.0,0.1524,90.5,0.8901,0.0468,8102.2,clean
7212,Harborview Academy,North,Public,2022,Grade 3,Science,42,37.0,79.0,,69.4,0.7561,0.0576,7460.78,missing_dropout
10385,Redwood Institute,West,Public,2024,Grade 1,Arts,33,30.0,63.0,0.0272,97.7,0.9644,0.0441,11676.01,clean
10624,,,,,,,,,,,,,,,completely_empty
7122,Willowbrook High,West,Public,2022,Grade 9,Science,43,33.0,76.0,0.1024,52.0,0.5446,0.0486,4878.02,clean
5065,Crestwood Academy,Central,Charter,2021,Grade 5,Arts,33,32.0,65.0,0.033,87.5,0.8913,0.0647,7072.78,clean
4459,Bluebell Primary,Central,Public,2020,Grade 4,Social Studies,42,52.0,94.0,0.0623,50.2,0.4687,0.0422,9464.32,clean
9296,Lakeview Primary,Central,Public,2024,Grade 12,Mathematics,37,39.0,89.0,0.0393,69.4,0.7282,,10530.67,inconsistent_total
8773,Meadowlands High,South,Charter,2023,Grade 3,English,20,25.0,45.0,0.0061,73.9,0.8423,0.0445,7625.26,clean
8265,Westfield Primary,West,Public,2023,Grade 9,Arts,39,40.0,79.0,0.0757,46.0,0.4003,0.0431,11434.41,clean
9306,Maplewood Secondary,North,Public,2024,Grade 2,Mathematics,41,45.0,86.0,0.0021,54.2,0.5331,0.0441,3863.83,clean
3656,Northgate School,North,Public,2020,Grade 12,Mathematics,54,50.0,104.0,0.1258,86.6,0.9008,0.0337,11048.49,clean
5413,Brightstone School,North,Charter,2021,Grade 3,English,23,33.0,56.0,0.041,62.5,0.6157,0.0359,3092.57,clean
6880,Clearwater High,Central,Public,'22,Grade 8,Arts,28,49.0,77.0,0.0533,68.9,0.7671,0.0473,10251.27,clean
2076,Crestwood Academy,Central,Charter,2019,Grade 8,Mathematics,28,5.0,33.0,0.0257,48.6,0.4518,0.0559,8202.83,clean
7651,Riverside School,East,Public,2023,Grade 7,Mathematics,33,39.0,72.0,0.0652,66.0,0.6431,0.0586,9411.66,clean
4253,Harborview Academy,North,Public,2020,Grade 11,English,36,42.0,78.0,0.0851,96.2,0.9314,0.0526,3988.42,clean
3825,Southview Academy,South,Private,2020,Grade 9,Arts,33,36.0,69.0,0.1307,76.7,0.843,0.0367,8296.13,clean
5927,Redwood Institute,West,Public,2021,Grade 10,Science,23,54.0,77.0,0.1039,81.2,0.9272,0.0392,3749.16,clean
6072,Sunset Academy,South,Private,2022,Grade 3,Science,19,16.0,35.0,0.0491,63.2,0.5901,0.0331,7081.46,clean
2829,Silverstone School,East,Private,2019,Grade 2,Social Studies,23,29.0,52.0,0.0175,84.1,0.967,0.0355,5525.45,clean
1448,Bluebell Primary,Central,Public,2018,Grade 2,English,41,43.0,84.0,0.0297,56.3,0.5863,0.0565,9543.11,clean
3867,Clearwater High,Central,Public,2020,Grade 6,Science,30,35.0,65.0,0.0795,69.1,0.7792,0.0452,5823.11,clean
8749,Harborview Academy,North,Public,2023,Grade 10,Social Studies,45,29.0,87.0,0.1094,74.1,0.7231,0.0424,5801.96,inconsistent_total
770,Westfield Primary,West,Public,2018,Grade 10,Arts,52,30.0,82.0,0.0156,77.6,0.879,0.029,9268.56,clean
1946,Pinecrest Elementary,East,Public,2019,Grade 6,Mathematics,40,46.0,86.0,0.0028,65.3,0.6866,0.0612,11125.78,clean
6174,Riverside School,East,Public,2022,Grade 11,Social Studies,22,41.0,63.0,0.109,64.5,0.6557,0.0624,4924.05,clean
4785,Lakeview Primary,Central,Public,2021,Grade 9,Arts,33,31.0,64.0,0.0095,54.2,0.5785,0.0515,6219.92,clean
6100,Sunset Academy,South,Private,2022,Grade 8,Arts,44,29.0,73.0,0.0504,71.4,0.7542,0.0457,4004.01,clean
10604,,,,,,,,,,,,,,,completely_empty
7889,Oakridge International,South,International,2023,Grade 6,Social Studies,43,23.0,66.0,0.1396,83.5,0.8998,0.0384,8027.37,clean
6027,Greenwood High School,North,Public,2022,Grade 6,Science,52,37.0,89.0,0.0804,47.2,0.4888,0.0373,9176.56,clean
7047,Stonegate Secondary,East,Private,2022,Grade 6,Science,20,37.0,57.0,0.0217,79.9,0.7883,0.0658,5878.86,clean
5228,Westfield Primary,West,Public,2021,Grade 2,English,27,18.0,45.0,0.0828,45.2,0.4156,0.0333,11950.99,clean
10545,Willowbrook High,West,Public,2019,Grade 7,English,30,38.0,67.0,0.128,74.1,0.695,0.0574,3645.3,near_duplicate
6548,Crestwood Academy,central,Charter,2022,Grade 2,English,32,27.0,59.0,0.0333,60.9,0.5744,0.0409,6898.6,clean
8228,Westfield Primary,West,Public,2023,Grade 2,English,32,16.0,48.0,0.0714,63.7,0.551,0.0405,9645.62,clean
6130,Riverside School,East,Public,2022,Grade 2,Arts,49,54.0,103.0,0.0141,,0.768,0.0595,11762.51,missing_score
3733,Westfield Primary,West,Public,2020,Grade 3,English,33,35.0,68.0,0.0427,68.0,0.7203,0.037,6521.38,clean
8695,Cedar Ridge Academy,Central,International,2023,Grade 11,Arts,17,41.0,58.0,0.1059,73.1,0.7924,0.0653,5329.55,clean
1715,Hilltop Institute,West,Private,2019,Grade 7,Arts,50,32.0,82.0,0.0515,89.8,0.9143,0.0376,11052.13,clean
1419,Redwood Institute,West,Public,2018,Grade 8,Social Studies,44,58.0,102.0,0.1002,61.9,0.5816,0.0302,6279.84,clean
896,Clearwater High,Central,Public,2018,GRADE 12,Mathematics,40,29.0,69.0,,85.1,0.8681,0.0336,9425.23,missing_dropout
3466,Pinecrest Elementary,East,Public,2020,Grade 10,Mathematics,29,42.0,71.0,0.1804,94.5,0.9145,0.0608,10580.74,clean
9277,Lakeview Primary,Central,Public,2024,Grade 8,Science,40,65.0,105.0,0.0238,66.0,0.7116,0.0568,7680.4,clean
401,Oakridge International,South,International,2018,Grade 9,Mathematics,48,33.0,2000.0,0.0445,71.2,0.669,0.0601,10466.06,outlier_enrollment
6931,Brightstone School,North,Charter,2022,Grade 7,Mathematics,30,16.0,46.0,0.0679,81.0,0.8105,0.0381,3254.81,clean
2190,Eastbrook Institute,East,Charter,2019,Grade 6,Arts,21,13.0,34.0,0.059,69.7,0.7551,0.052,10020.27,clean
4019,Fairview Elementary,South,Public,2020,Grade 12,Social Studies,39,55.0,94.0,0.1402,71.0,0.7064,0.047,9476.45,clean
7745,Lakeview Primary,Centre,Public,2023,Grade 1,Arts,43,37.0,80.0,0.0261,92.7,0.8425,0.047,11250.82,clean
1486,Bluebell Primary,Central,Public,2018,Grade 10,Mathematics,23,49.0,72.0,0.1406,78.9,0.765,0.0435,5519.37,clean
4783,Lakeview Primary,Central,Public,2021,Grade 9,English,42,49.0,91.0,0.2092,68.8,0.7133,0.0289,5792.83,clean
6065,Sunset Academy,South,Private,2022,Grade 1,Arts,38,36.0,74.0,0.0212,67.9,0.6628,0.0323,5064.16,clean
6417,Oakridge International,South,International,2022,Grade 12,Science,38,33.0,71.0,0.0376,85.2,0.9073,0.036,8954.2,clean
10285,Meadowlands High,South,Charter,2024,Grade 5,Arts,49,27.0,76.0,0.0164,69.5,0.7147,0.0366,8183.88,clean
10288,Meadowlands High,South,Charter,2024,Grade 6,English,36,28.0,64.0,0.038,68.2,0.6834,0.0459,11533.68,clean
2632,Willowbrook High,West,Public,2019,Grade 11,Science,41,45.0,86.0,0.0432,57.6,0.6226,0.0643,4752.63,clean
10567,,,,,,,,,,,,,,,completely_empty
5422,Brightstone School,North,Charter,2021,Grade 5,Science,31,22.0,53.0,0.0694,76.5,0.7759,0.0513,3138.03,clean
947,Brightstone School,North,Charter,2018,Grade 10,Science,44,15.0,59.0,0.0104,77.7,0.8315,0.0643,4503.38,clean
3013,Greenwood High School,North,Public,2020,Grade 3,English,53,40.0,93.0,0.0444,54.9,,0.0566,10658.31,clean
7977,Pinecrest Elementary,East,Public,2023,Grade 12,Science,42,28.0,70.0,0.0559,78.2,0.7425,0.0399,3113.61,clean
3062,Sunset Academy,South,Private,2020,Grade 1,Science,22,42.0,64.0,0.0118,62.7,0.5449,0.0527,8152.19,clean
8380,Clearwater High,Central,Public,FY2023,Grade 8,Arts,21,43.0,64.0,0.055,67.3,0.6545,0.0415,3636.33,clean
6407,Oakridge International,South,International,2022,Grade 10,Science,42,15.0,57.0,0.0126,86.9,0.8361,0.0614,3639.34,clean
6906,Brightstone School,North,Charter,2022,Grade 2,Mathematics,23,25.0,48.0,0.062,62.4,0.6376,0.0368,,missing_budget
3403,Oakridge International,South,International,2020,Grade 9,English,26,12.0,38.0,0.1279,87.9,0.9597,0.0553,5369.28,clean
7440,Redwood Institute,West,Public,2022,Grade 12,Arts,38,47.0,85.0,0.1162,53.8,0.5928,0.0521,8669.38,clean
9244,Lakeview Primary,Central,Public,2024,Grade 1,Social Studies,32,53.0,85.0,0.0031,61.0,0.5443,0.0553,9516.68,clean
1796,Lakeview Primary,Central,Public,2019,Grade 12,Mathematics,43,34.0,77.0,0.0717,53.9,0.5315,,5822.95,clean
4179,Cedar Ridge Academy,Central,International,2020,Grade 8,Social Studies,26,46.0,72.0,,71.5,0.6598,0.0409,11598.4,missing_dropout
8511,Fairview Elementary,South,Public,Year 2023,Grade 11,Mathematics,39,32.0,71.0,0.046,72.1,0.7128,0.0519,7787.77,clean
8875,Silverstone School,East,Private,2023,Grade 11,Arts,33,38.0,71.0,0.2157,64.4,0.6391,0.0319,9281.69,clean
7843,Maplewood Secondary,N,Public,2023,Grade 9,English,26,49.0,75.0,0.0398,62.3,,0.0551,,missing_budget
7565,Sunset Academy,South,Private,2023,Grade 1,Arts,32,22.0,54.0,0.0097,67.5,0.6669,0.0382,9929.32,clean
9424,Pinecrest Elementary,East,Public,2024,Grade 1,Social Studies,32,52.0,84.0,0.0398,77.2,0.8139,0.0524,4759.93,clean
7263,Meadowlands High,South,Charter,2022,Grade 1,English,42,16.0,58.0,0.0337,68.3,0.6295,0.0558,5499.51,clean
2221,Westfield Primary,West,Public,2019,Grade 1,Mathematics,37,45.0,82.0,0.0064,53.9,0.5498,0.0491,11985.46,clean
6140,Riverside School,East,Public,2022,Grade 4,Arts,48,55.0,103.0,0.0219,67.7,0.6579,0.0362,10899.51,clean
2757,Harborview Academy,North,Public,2019,Grade 12,Science,46,33.0,79.0,0.1466,,0.7367,0.0443,4963.15,missing_score
8301,Southview Academy,South,Private,2023,Grade 5,Mathematics,43,33.0,76.0,0.0439,,0.696,0.0542,5906.59,missing_score
3599,Crestwood Academy,Central,Charter,2020,Grade 12,Social Studies,32,24.0,56.0,0.1531,78.5,0.75,0.0624,4168.07,clean
6698,Eastbrook Institute,East,Charter,2022,Grade 8,English,16,32.0,48.0,0.0387,,0.552,0.0518,3488.39,missing_score
10021,Stonegate Secondary,East,Private,2024,Grade 1,Mathematics,21,29.0,50.0,0.0074,100.0,0.9797,0.029,6629.68,clean
8990,Bluebell Primary,Central,Public,2023,Grade 10,Arts,45,42.0,87.0,0.0714,69.6,0.7112,0.0309,6266.51,clean
8328,Southview Academy,South,Private,2023,Grade 10,English,18,18.0,36.0,0.0811,70.3,0.7157,0.0296,5057.53,clean
6343,Maplewood Secondary,North,Public,2022,Grade 9,English,44,32.0,76.0,0.0103,65.6,0.6277,0.0463,10042.16,clean
8935,Redwood Institute,West,Public,2023,Grade 11,Arts,42,62.0,104.0,0.1665,58.8,0.6121,0.048,6085.27,clean
5497,Fairview Elementary,South,Public,2021,Grade 8,Science,38,44.0,82.0,0.1005,64.1,,0.0351,8059.16,clean
5352,Clearwater High,Central,Public,2021,Grade 3,Science,63,49.0,112.0,0.0395,77.8,0.8594,0.0549,3171.27,clean
6675,Eastbrook Institute,East,Charter,2022,Grade 3,Arts,11,25.0,36.0,0.0034,82.1,0.8555,,8604.33,clean
7242,Harborview Academy,North,Public,2022,Grade 9,Science,30,55.0,85.0,0.0793,65.6,0.5869,0.0447,10166.89,clean
6878,Clearwater High,Central,Public,2022,Grade 8,English,42,24.0,66.0,0.0462,65.3,0.6596,0.0559,3975.79,clean
6627,Northgate School,North,Public,2022,Grade 6,Science,38,26.0,64.0,0.087,72.0,0.7699,0.0384,7179.89,clean
665,Eastbrook Institute,East,Charter,2018,Grade 1,Arts,21,40.0,61.0,0.0808,82.4,0.7607,0.0346,9193.06,clean
8222,Westfield Primary,West,Public,2023,Grade 1,Science,30,38.0,68.0,0.0237,61.2,0.6298,0.0322,11742.39,clean
1884,Oakridge International,South,International,2019,Grade 5,Social Studies,23,34.0,57.0,0.0364,73.1,0.7659,0.0464,11243.61,clean
1666,Riverside School,East,Public,2019,Grade 10,Mathematics,47,55.0,102.0,0.0425,49.1,0.4087,0.0323,11779.41,clean
8999,Bluebell Primary,Central,Public,2023,Grade 12,Social Studies,39,50.0,89.0,0.0926,66.2,0.7847,0.054,11750.69,clean
7764,Lakeview Primary,Central,Public,2023,Grade 5,Social Studies,48,54.0,102.0,0.0831,77.7,0.7774,0.059,8497.47,clean
5290,Southview Academy,South,Private,2021,Grade 2,Arts,21,28.0,49.0,0.0088,83.3,0.8419,0.0621,9642.23,clean
8764,Meadowlands High,South,Charter,2023,Grade 1,Social Studies,15,26.0,41.0,0.0154,95.2,0.9848,0.0325,11875.82,clean
10405,Redwood Institute,West,Public,2024,Grade 5,Arts,30,33.0,63.0,,81.1,0.7786,0.0452,4046.94,missing_dropout
2939,Redwood Institute,West,Public,2019,Grade 12,Social Studies,40,42.0,82.0,0.0389,63.6,,0.0416,6576.22,clean
7546,Greenwood High School,North,Public,2023,Grade 10,Mathematics,36,32.0,68.0,0.2259,43.7,0.4981,0.0313,11724.75,clean
7947,Pinecrest Elementary,East,Public,2023,Grade 6,Science,29,59.0,88.0,0.0318,75.7,0.7924,0.0439,7699.31,clean
1935,Pinecrest Elementary,East,Public,2019,Grade 3,Arts,32,36.0,68.0,0.1354,58.9,0.6838,,7249.65,clean
7498,Bluebell Primary,Central,Public,2022,Grade 12,English,57,34.0,91.0,0.0203,47.4,0.4665,0.0304,3555.01,clean
3185,Hilltop Institute,West,Private,2020,Grade 1,Arts,34,30.0,64.0,0.0361,77.3,,0.0429,9954.77,clean
9839,Southview Academy,South,Private,2024,GRADE 12,Social Studies,25,22.0,47.0,0.1496,78.2,0.8431,0.0549,6120.7,clean
1089,Willowbrook High,West,Public,2018,Grade 2,Social Studies,41,48.0,89.0,0.0577,69.4,0.7078,0.0639,10303.08,clean
6145,Riverside School,East,Public,2022,Grade 5,Arts,40,44.0,84.0,0.0362,63.3,0.6281,0.0593,10508.54,clean
1612, SUNSET ACADEMY , South,Private,2019,Grade 11,science,21,29.0,50.0,0.0519,85.4,0.8475,0.0544,8562.34,inconsistent_name
462,Pinecrest Elementary,East,Public,2018,Grade 9,Science,24,52.0,76.0,0.057,53.8,0.5338,0.0588,8188.4,clean
9264,Lakeview Primary,Central,Public,2024,Grade 5,Social Studies,32,52.0,84.0,0.0211,58.3,0.6137,0.0526,4716.31,clean
698,Eastbrook Institute,East,Charter,2018,Grade 8,English,34,27.0,61.0,0.0265,66.5,0.6905,0.0557,6464.63,clean
3785,Southview Academy,South,Private,2020,Grade 1,Arts,26,19.0,45.0,0.0141,74.3,0.8389,,10705.88,clean
1011,Fairview Elementary,South,Public,2018,Grade 11,Mathematics,58,38.0,96.0,0.0232,49.6,0.4368,0.0424,6361.18,clean
4854,Maplewood Secondary,North,Public,2021,Grade 11,Social Studies,28,37.0,65.0,0.0769,86.8,0.8083,0.0655,7254.19,clean
9340,Maplewood Secondary,North,Public,2024,Grade 8,Arts,40,40.0,80.0,0.0365,74.3,0.7617,0.0497,10373.9,clean
8717,Harborview Academy,North,Public,2023,Grade 4,Science,38,27.0,65.0,0.0281,61.4,0.6739,0.0355,5511.1,clean
1792,Lakeview Primary,Central,Public,2019,Grade 11,Science,45,47.0,92.0,0.0883,59.7,0.55,0.0657,11894.6,clean
485,Valleyview High,West,Public,2018,Grade 1,Arts,51,42.0,93.0,0.0423,49.4,0.5271,0.0296,9617.06,clean
1591,Sunset Academy,South,Private,2019,Grade 7,Mathematics,38,38.0,76.0,0.0379,81.3,0.7793,0.0347,9319.02,clean
8338,Southview Academy,South,Private,2023,Grade 12,English,38,32.0,70.0,0.0437,77.7,0.7928,0.0318,10905.7,clean
4678,Riverside School,East,Public,2021,Grade 12,English,45,42.0,87.0,0.0431,54.6,,0.0399,11922.44,clean
1635,Riverside School,East,Public,2019,Grade 3,Arts,42,46.0,88.0,0.0423,63.6,0.612,0.0506,5384.83,clean
5019,Valleyview High,West,Public,2021,Grade 8,Social Studies,28,23.0,51.0,0.1784,67.3,0.6914,0.0309,11267.6,clean
608,Northgate School--,northern,Public,2018,Grade 2,English,43,27.0,70.0,0.0326,44.5,0.4453,0.0355,8165.78,special_characters
10184,Cedar Ridge Academy--,Central,International,2024,Grade 9,Social Studies,25,15.0,40.0,0.0988,74.2,0.7883,0.0295,3407.77,special_characters
2905,Redwood Institute,West,Public,2019,Grade 5,Arts,42,43.0,85.0,,53.4,0.4472,0.0584,5811.5,missing_dropout
